datetime,container_id,fruit,origin_city,destination_market,temperature,humidity,pressure,wind_speed,rainfall,aqi,weather_status,spoilage_rate,shelf_life_days,risk_level,estimated_loss,arbitrage_savings,recommendation
2025-04-01 02:00:00,C049,Orange,Bengaluru,Delhi,37,27,1026,18.7,94.8,292,Cloudy,5,9,Low,14536,2425,Continue Route
2025-04-01 03:00:00,C044,Mango,Lucknow,Mumbai,22,54,982,14.9,118.1,213,Clear,16,5,Medium,21469,14956,Monitor Shipment
2025-04-01 04:00:00,C140,Mango,Lucknow,Mumbai,21,48,998,24.6,35.3,50,Storm,10,7,Low,13084,2367,Continue Route
2025-04-01 05:00:00,C154,Mango,Delhi,Hyderabad,37,27,1004,6.1,99.0,215,Rainy,34,1,High,118187,70819,Redirect to Nearby Market
2025-04-01 06:00:00,C241,Orange,Delhi,Pune,23,70,1033,5.5,2.6,207,Storm,24,2,High,133298,21579,Redirect to Nearby Market
2025-04-01 07:00:00,C019,Avocado,Jaipur,Pune,18,72,1014,2.4,71.2,138,Rainy,26,2,High,53970,53673,Redirect to Nearby Market
2025-04-01 08:00:00,C237,Orange,Pune,Chennai,31,36,986,9.8,97.6,125,Cloudy,5,9,Low,14844,4844,Continue Route
2025-04-01 09:00:00,C091,Banana,Bengaluru,Hyderabad,29,69,982,14.8,24.9,105,Rainy,21,3,High,51113,48950,Redirect to Nearby Market
2025-04-01 10:00:00,C230,Orange,Bengaluru,Chennai,29,46,1018,20.4,108.6,44,Cloudy,22,3,High,93480,73942,Redirect to Nearby Market
2025-04-01 11:00:00,C139,Banana,Mumbai,Chennai,29,37,1011,7.0,78.0,58,Cloudy,19,4,Medium,36397,7793,Monitor Shipment
2025-04-01 12:00:00,C095,Mango,Delhi,Delhi,18,36,988,9.7,13.2,295,Clear,24,2,High,130872,32501,Redirect to Nearby Market
2025-04-01 13:00:00,C062,Banana,Hyderabad,Pune,28,42,985,22.2,78.8,343,Rainy,9,7,Low,10464,3086,Continue Route
2025-04-01 14:00:00,C039,Banana,Hyderabad,Pune,29,60,1005,2.7,108.8,123,Storm,5,9,Low,6967,1869,Continue Route
2025-04-01 15:00:00,C045,Avocado,Chennai,Hyderabad,19,90,1007,19.3,49.4,337,Rainy,26,2,High,115266,42431,Redirect to Nearby Market
2025-04-01 16:00:00,C290,Avocado,Lucknow,Hyderabad,26,90,1015,4.0,41.2,275,Rainy,29,1,High,94693,58750,Redirect to Nearby Market
2025-04-01 17:00:00,C097,Banana,Pune,Chennai,18,85,997,15.2,91.8,201,Cloudy,14,6,Medium,30078,16307,Monitor Shipment
2025-04-01 18:00:00,C050,Orange,Delhi,Chennai,41,88,993,13.0,22.9,225,Sunny,16,5,Medium,17464,15616,Monitor Shipment
2025-04-01 19:00:00,C265,Avocado,Bengaluru,Mumbai,40,59,987,12.8,101.4,248,Storm,31,1,High,119603,61631,Redirect to Nearby Market
2025-04-01 20:00:00,C011,Avocado,Mumbai,Delhi,25,89,1016,11.2,61.7,110,Clear,34,1,High,118837,44901,Redirect to Nearby Market
2025-04-01 21:00:00,C223,Apple,Hyderabad,Delhi,18,94,989,7.0,24.9,297,Sunny,35,1,High,135895,60680,Redirect to Nearby Market
2025-04-01 22:00:00,C278,Orange,Delhi,Hyderabad,37,68,1034,14.1,16.4,244,Fog,30,1,High,53063,32793,Redirect to Nearby Market
2025-04-01 23:00:00,C104,Mango,Ahmedabad,Mumbai,26,67,1035,5.5,116.5,299,Rainy,10,7,Low,9938,1354,Continue Route
2025-04-02 00:00:00,C153,Avocado,Delhi,Pune,25,74,998,3.3,117.8,218,Storm,26,2,High,149608,28111,Redirect to Nearby Market
2025-04-02 01:00:00,C068,Apple,Hyderabad,Hyderabad,42,75,990,14.6,53.9,252,Cloudy,14,6,Medium,33122,18229,Monitor Shipment
2025-04-02 02:00:00,C228,Mango,Kolkata,Hyderabad,40,29,1029,17.0,30.6,324,Storm,6,8,Low,11738,4879,Continue Route
2025-04-02 03:00:00,C073,Banana,Ahmedabad,Hyderabad,29,60,1009,6.6,60.7,96,Sunny,14,6,Medium,28334,6925,Monitor Shipment
2025-04-02 04:00:00,C071,Orange,Hyderabad,Bengaluru,31,38,1004,18.8,106.6,201,Sunny,5,9,Low,5610,3079,Continue Route
2025-04-02 05:00:00,C128,Banana,Lucknow,Hyderabad,29,74,1034,12.6,33.6,39,Sunny,21,3,High,60175,67106,Redirect to Nearby Market
2025-04-02 06:00:00,C047,Banana,Ahmedabad,Hyderabad,20,54,981,19.3,60.6,31,Fog,28,1,High,103734,68982,Redirect to Nearby Market
2025-04-02 07:00:00,C228,Mango,Ahmedabad,Pune,36,78,1002,9.5,85.9,76,Cloudy,31,1,High,64645,52372,Redirect to Nearby Market
2025-04-02 08:00:00,C044,Banana,Bengaluru,Chennai,30,56,1003,21.9,68.8,263,Rainy,8,8,Low,14830,2485,Continue Route
2025-04-02 09:00:00,C131,Mango,Hyderabad,Delhi,39,92,1028,20.1,59.6,44,Cloudy,35,1,High,63360,59958,Redirect to Nearby Market
2025-04-02 10:00:00,C072,Mango,Hyderabad,Mumbai,20,74,1017,19.6,23.9,46,Fog,7,8,Low,9950,1684,Continue Route
2025-04-02 11:00:00,C154,Orange,Kolkata,Chennai,31,48,1000,2.2,5.1,293,Rainy,15,5,Medium,42235,7925,Monitor Shipment
2025-04-02 12:00:00,C200,Mango,Lucknow,Mumbai,29,38,993,15.7,105.7,196,Sunny,21,3,High,90934,36810,Redirect to Nearby Market
2025-04-02 13:00:00,C186,Orange,Mumbai,Chennai,26,34,1034,23.1,83.0,68,Storm,12,6,Medium,18130,19717,Monitor Shipment
2025-04-02 14:00:00,C048,Avocado,Bengaluru,Chennai,36,41,1010,20.9,42.9,230,Rainy,18,4,Medium,44785,6586,Monitor Shipment
2025-04-02 15:00:00,C079,Apple,Pune,Chennai,26,39,1010,13.8,25.2,192,Storm,15,5,Medium,23748,18268,Monitor Shipment
2025-04-02 16:00:00,C087,Avocado,Bengaluru,Pune,18,95,989,7.8,15.8,189,Fog,11,7,Low,5392,2691,Continue Route
2025-04-02 17:00:00,C300,Banana,Ahmedabad,Delhi,38,43,1016,1.0,28.6,112,Rainy,20,4,Medium,49569,10190,Monitor Shipment
2025-04-02 18:00:00,C241,Mango,Pune,Bengaluru,22,45,1005,1.0,27.5,140,Rainy,28,1,High,58286,58421,Redirect to Nearby Market
2025-04-02 19:00:00,C075,Banana,Pune,Hyderabad,42,33,1019,13.9,10.8,167,Clear,19,4,Medium,36987,7932,Monitor Shipment
2025-04-02 20:00:00,C291,Orange,Mumbai,Hyderabad,32,51,993,22.0,41.2,33,Sunny,21,3,High,57190,76691,Redirect to Nearby Market
2025-04-02 21:00:00,C163,Apple,Hyderabad,Chennai,31,85,1009,4.3,79.1,113,Rainy,30,1,High,119892,66088,Redirect to Nearby Market
2025-04-02 22:00:00,C184,Avocado,Lucknow,Chennai,26,32,1026,23.4,83.9,260,Rainy,11,7,Low,14819,1817,Continue Route
2025-04-02 23:00:00,C098,Apple,Bengaluru,Chennai,31,89,993,10.0,67.1,113,Fog,33,1,High,95095,52721,Redirect to Nearby Market
2025-04-03 00:00:00,C104,Orange,Pune,Bengaluru,22,72,1028,11.8,75.2,112,Cloudy,5,9,Low,10709,1468,Continue Route
2025-04-03 01:00:00,C033,Mango,Kolkata,Mumbai,30,54,981,17.6,97.6,77,Storm,11,7,Low,7820,1703,Continue Route
2025-04-03 02:00:00,C249,Banana,Pune,Mumbai,18,94,1012,22.2,10.8,73,Clear,15,5,Medium,41838,19316,Monitor Shipment
2025-04-03 03:00:00,C231,Mango,Mumbai,Hyderabad,27,62,1035,11.7,50.5,283,Storm,15,5,Medium,23799,6878,Monitor Shipment
2025-04-03 04:00:00,C097,Mango,Delhi,Delhi,23,69,1027,12.0,35.3,269,Fog,33,1,High,54845,72775,Redirect to Nearby Market
2025-04-03 05:00:00,C248,Avocado,Pune,Mumbai,20,67,1025,22.5,46.1,81,Storm,32,1,High,51532,70233,Redirect to Nearby Market
2025-04-03 06:00:00,C211,Avocado,Lucknow,Bengaluru,21,49,1002,16.1,83.1,196,Cloudy,12,6,Medium,35017,19905,Monitor Shipment
2025-04-03 07:00:00,C033,Mango,Kolkata,Chennai,38,63,991,4.8,74.3,335,Storm,24,2,High,77039,73335,Redirect to Nearby Market
2025-04-03 08:00:00,C176,Banana,Mumbai,Chennai,27,40,1001,23.9,106.5,160,Storm,18,4,Medium,31904,18206,Monitor Shipment
2025-04-03 09:00:00,C077,Apple,Kolkata,Hyderabad,35,42,996,17.9,95.8,100,Clear,25,2,High,148435,72698,Redirect to Nearby Market
2025-04-03 10:00:00,C069,Banana,Lucknow,Pune,42,61,1021,23.8,80.3,64,Cloudy,11,7,Low,14539,4088,Continue Route
2025-04-03 11:00:00,C094,Avocado,Lucknow,Hyderabad,29,93,984,9.0,60.9,117,Cloudy,16,5,Medium,48407,9509,Monitor Shipment
2025-04-03 12:00:00,C189,Orange,Hyderabad,Chennai,28,52,1035,18.6,99.8,306,Clear,18,4,Medium,38570,19077,Monitor Shipment
2025-04-03 13:00:00,C054,Avocado,Bengaluru,Pune,26,64,1019,16.4,74.5,68,Fog,7,8,Low,5287,3932,Continue Route
2025-04-03 14:00:00,C011,Avocado,Ahmedabad,Hyderabad,18,87,1024,6.8,38.6,68,Rainy,32,1,High,100775,31751,Redirect to Nearby Market
2025-04-03 15:00:00,C041,Orange,Kolkata,Mumbai,33,51,1016,9.8,48.4,308,Rainy,5,9,Low,5254,2504,Continue Route
2025-04-03 16:00:00,C213,Banana,Bengaluru,Mumbai,25,32,1010,21.8,38.2,47,Rainy,19,4,Medium,39378,15039,Monitor Shipment
2025-04-03 17:00:00,C168,Banana,Bengaluru,Hyderabad,19,60,988,3.0,106.8,298,Sunny,18,4,Medium,36098,6475,Monitor Shipment
2025-04-03 18:00:00,C038,Avocado,Lucknow,Delhi,28,31,982,9.5,17.5,294,Clear,13,6,Medium,39525,18773,Monitor Shipment
2025-04-03 19:00:00,C011,Apple,Ahmedabad,Hyderabad,30,50,999,7.7,28.5,218,Clear,26,2,High,76714,47210,Redirect to Nearby Market
2025-04-03 20:00:00,C193,Avocado,Chennai,Delhi,18,89,1007,12.7,76.1,126,Rainy,31,1,High,143017,64798,Redirect to Nearby Market
2025-04-03 21:00:00,C230,Mango,Hyderabad,Mumbai,33,71,1003,3.5,117.5,49,Storm,19,4,Medium,24920,7842,Monitor Shipment
2025-04-03 22:00:00,C130,Banana,Mumbai,Bengaluru,22,26,1034,21.6,65.1,291,Sunny,22,3,High,114687,52608,Redirect to Nearby Market
2025-04-03 23:00:00,C053,Orange,Hyderabad,Chennai,31,54,1024,2.4,114.0,168,Rainy,27,1,High,113900,77886,Redirect to Nearby Market
2025-04-04 00:00:00,C155,Apple,Lucknow,Bengaluru,31,90,1035,16.9,77.1,107,Fog,31,1,High,104135,66353,Redirect to Nearby Market
2025-04-04 01:00:00,C288,Avocado,Lucknow,Pune,28,65,1018,12.3,47.6,155,Sunny,9,7,Low,9136,1929,Continue Route
2025-04-04 02:00:00,C144,Avocado,Lucknow,Delhi,36,92,990,14.2,102.6,304,Rainy,21,3,High,145762,50311,Redirect to Nearby Market
2025-04-04 03:00:00,C084,Avocado,Lucknow,Bengaluru,31,73,986,14.7,73.7,101,Sunny,26,2,High,95982,24676,Redirect to Nearby Market
2025-04-04 04:00:00,C142,Mango,Lucknow,Pune,41,42,1011,0.8,34.6,76,Rainy,27,1,High,109262,49910,Redirect to Nearby Market
2025-04-04 05:00:00,C014,Banana,Mumbai,Chennai,35,71,1002,20.2,65.9,327,Cloudy,18,4,Medium,20258,8317,Monitor Shipment
2025-04-04 06:00:00,C095,Apple,Mumbai,Mumbai,35,68,999,15.4,13.0,263,Fog,32,1,High,131237,66164,Redirect to Nearby Market
2025-04-04 07:00:00,C247,Banana,Bengaluru,Bengaluru,39,71,1022,16.3,51.3,309,Fog,18,4,Medium,15972,7656,Monitor Shipment
2025-04-04 08:00:00,C136,Avocado,Kolkata,Mumbai,32,86,990,21.5,82.0,332,Storm,13,6,Medium,20085,15687,Monitor Shipment
2025-04-04 09:00:00,C047,Avocado,Kolkata,Delhi,36,44,1034,13.9,20.0,314,Clear,20,4,Medium,43728,8796,Monitor Shipment
2025-04-04 10:00:00,C216,Avocado,Chennai,Mumbai,24,51,1033,14.9,82.7,182,Fog,23,3,High,78068,48134,Redirect to Nearby Market
2025-04-04 11:00:00,C068,Banana,Delhi,Pune,36,92,1011,22.6,22.6,117,Rainy,30,1,High,107138,63673,Redirect to Nearby Market
2025-04-04 12:00:00,C069,Apple,Bengaluru,Hyderabad,30,47,997,7.3,10.4,196,Fog,19,4,Medium,26004,10932,Monitor Shipment
2025-04-04 13:00:00,C293,Banana,Lucknow,Delhi,18,62,1001,10.0,83.2,67,Rainy,11,7,Low,5757,4719,Continue Route
2025-04-04 14:00:00,C020,Avocado,Kolkata,Bengaluru,22,71,1000,15.2,4.3,46,Cloudy,35,1,High,112087,33994,Redirect to Nearby Market
2025-04-04 15:00:00,C152,Apple,Hyderabad,Delhi,25,38,1006,19.4,80.4,159,Storm,19,4,Medium,20159,5405,Monitor Shipment
2025-04-04 16:00:00,C250,Mango,Bengaluru,Mumbai,21,68,989,12.7,44.3,63,Sunny,27,1,High,92471,65479,Redirect to Nearby Market
2025-04-04 17:00:00,C051,Apple,Kolkata,Delhi,29,29,993,14.8,92.3,312,Rainy,26,2,High,96155,63795,Redirect to Nearby Market
2025-04-04 18:00:00,C237,Banana,Pune,Mumbai,35,56,1001,3.8,72.6,311,Sunny,7,8,Low,14938,2073,Continue Route
2025-04-04 19:00:00,C207,Mango,Hyderabad,Pune,39,89,1021,13.5,19.5,103,Rainy,14,6,Medium,35151,18395,Monitor Shipment
2025-04-04 20:00:00,C021,Banana,Mumbai,Hyderabad,39,86,1033,3.2,85.3,95,Fog,10,7,Low,9320,3055,Continue Route
2025-04-04 21:00:00,C153,Mango,Kolkata,Chennai,26,69,1008,2.1,101.7,269,Storm,28,1,High,91707,23816,Redirect to Nearby Market
2025-04-04 22:00:00,C058,Mango,Hyderabad,Hyderabad,23,61,1006,6.8,16.4,163,Fog,27,1,High,50393,45447,Redirect to Nearby Market
2025-04-04 23:00:00,C038,Avocado,Pune,Mumbai,36,72,992,2.5,55.5,119,Rainy,17,5,Medium,22419,14450,Monitor Shipment
2025-04-05 00:00:00,C230,Orange,Ahmedabad,Chennai,25,31,1021,9.1,80.7,225,Clear,32,1,High,105546,38752,Redirect to Nearby Market
2025-04-05 01:00:00,C085,Avocado,Delhi,Mumbai,19,93,993,14.9,36.8,93,Storm,5,9,Low,6435,3459,Continue Route
2025-04-05 02:00:00,C158,Mango,Ahmedabad,Delhi,29,26,1025,23.3,55.3,245,Clear,10,7,Low,10727,4727,Continue Route
2025-04-05 03:00:00,C224,Apple,Lucknow,Mumbai,23,71,997,2.9,69.4,314,Sunny,14,6,Medium,39166,14428,Monitor Shipment
2025-04-05 04:00:00,C294,Banana,Kolkata,Hyderabad,24,57,987,22.8,107.9,220,Storm,5,9,Low,12762,1178,Continue Route
2025-04-05 05:00:00,C091,Banana,Kolkata,Delhi,19,62,1012,16.7,91.6,159,Sunny,5,9,Low,14728,3331,Continue Route
2025-04-05 06:00:00,C222,Banana,Lucknow,Bengaluru,32,25,1021,21.3,19.4,150,Cloudy,31,1,High,103877,33255,Redirect to Nearby Market
2025-04-05 07:00:00,C086,Orange,Mumbai,Mumbai,32,44,1033,1.3,51.1,198,Fog,34,1,High,83495,60841,Redirect to Nearby Market
2025-04-05 08:00:00,C196,Banana,Jaipur,Pune,27,39,1018,10.8,1.7,257,Cloudy,6,8,Low,5395,2755,Continue Route
2025-04-05 09:00:00,C153,Orange,Ahmedabad,Chennai,29,36,998,18.4,2.6,290,Sunny,18,4,Medium,21388,16872,Monitor Shipment
2025-04-05 10:00:00,C056,Apple,Hyderabad,Chennai,22,85,1010,11.4,117.5,32,Sunny,31,1,High,145205,65548,Redirect to Nearby Market
2025-04-05 11:00:00,C128,Orange,Pune,Chennai,36,95,1016,9.2,107.7,207,Clear,22,3,High,50233,33821,Redirect to Nearby Market
2025-04-05 12:00:00,C058,Banana,Lucknow,Pune,27,45,1013,13.0,38.8,209,Cloudy,8,8,Low,7713,4031,Continue Route
2025-04-05 13:00:00,C065,Orange,Bengaluru,Pune,23,79,1005,8.0,112.5,178,Rainy,17,5,Medium,24181,9728,Monitor Shipment
2025-04-05 14:00:00,C055,Banana,Mumbai,Chennai,27,43,1035,10.0,98.6,193,Sunny,13,6,Medium,22804,9767,Monitor Shipment
2025-04-05 15:00:00,C058,Mango,Jaipur,Chennai,34,88,1005,4.3,8.6,108,Sunny,9,7,Low,5263,3706,Continue Route
2025-04-05 16:00:00,C165,Orange,Lucknow,Delhi,22,34,1030,11.1,35.1,44,Rainy,15,5,Medium,43019,18820,Monitor Shipment
2025-04-05 17:00:00,C177,Mango,Mumbai,Mumbai,29,89,1033,17.7,8.6,317,Clear,28,1,High,65256,63528,Redirect to Nearby Market
2025-04-05 18:00:00,C103,Mango,Lucknow,Bengaluru,42,29,1002,17.9,59.4,296,Clear,14,6,Medium,19662,5067,Monitor Shipment
2025-04-05 19:00:00,C177,Mango,Delhi,Hyderabad,42,86,1007,21.5,47.5,144,Cloudy,9,7,Low,14151,3986,Continue Route
2025-04-05 20:00:00,C095,Mango,Bengaluru,Mumbai,37,34,985,12.5,95.2,150,Cloudy,18,4,Medium,36564,13406,Monitor Shipment
2025-04-05 21:00:00,C198,Avocado,Pune,Pune,38,74,1006,15.7,28.1,131,Clear,10,7,Low,5962,1567,Continue Route
2025-04-05 22:00:00,C002,Mango,Jaipur,Pune,32,73,1002,9.3,111.7,64,Fog,16,5,Medium,36731,12785,Monitor Shipment
2025-04-05 23:00:00,C224,Banana,Mumbai,Pune,33,43,1028,19.8,54.8,277,Rainy,19,4,Medium,15787,6135,Monitor Shipment
2025-04-06 00:00:00,C101,Banana,Pune,Chennai,26,89,1013,21.6,5.8,310,Clear,31,1,High,118239,26844,Redirect to Nearby Market
2025-04-06 01:00:00,C042,Orange,Mumbai,Pune,35,34,998,19.6,101.1,213,Fog,24,2,High,60990,45306,Redirect to Nearby Market
2025-04-06 02:00:00,C240,Avocado,Bengaluru,Delhi,19,28,994,19.7,118.5,288,Storm,23,3,High,118698,41654,Redirect to Nearby Market
2025-04-06 03:00:00,C157,Apple,Chennai,Delhi,27,55,1035,12.1,105.2,349,Rainy,27,1,High,121585,54972,Redirect to Nearby Market
2025-04-06 04:00:00,C030,Avocado,Hyderabad,Mumbai,22,34,1020,24.1,22.7,67,Fog,18,4,Medium,31198,18763,Monitor Shipment
2025-04-06 05:00:00,C022,Mango,Ahmedabad,Mumbai,21,75,1031,12.2,18.2,311,Clear,25,2,High,132867,66289,Redirect to Nearby Market
2025-04-06 06:00:00,C191,Orange,Pune,Delhi,18,55,1015,16.8,81.6,195,Storm,16,5,Medium,15970,13845,Monitor Shipment
2025-04-06 07:00:00,C047,Apple,Bengaluru,Hyderabad,19,56,1031,7.2,67.7,158,Storm,26,2,High,92573,48367,Redirect to Nearby Market
2025-04-06 08:00:00,C016,Mango,Mumbai,Pune,22,66,1010,2.3,33.3,138,Storm,9,7,Low,9628,3468,Continue Route
2025-04-06 09:00:00,C202,Banana,Chennai,Hyderabad,31,43,991,11.6,86.9,327,Storm,9,7,Low,9119,3459,Continue Route
2025-04-06 10:00:00,C016,Apple,Kolkata,Mumbai,26,66,1035,1.2,57.6,132,Sunny,20,4,Medium,47221,18355,Monitor Shipment
2025-04-06 11:00:00,C079,Orange,Pune,Bengaluru,39,34,991,5.8,4.1,81,Cloudy,9,7,Low,6160,3076,Continue Route
2025-04-06 12:00:00,C179,Apple,Jaipur,Hyderabad,39,85,1024,12.9,114.2,95,Fog,7,8,Low,7580,3368,Continue Route
2025-04-06 13:00:00,C011,Orange,Jaipur,Hyderabad,32,39,980,24.1,85.6,300,Storm,21,3,High,134296,37961,Redirect to Nearby Market
2025-04-06 14:00:00,C097,Orange,Chennai,Bengaluru,33,71,994,11.4,9.2,220,Clear,26,2,High,102863,55988,Redirect to Nearby Market
2025-04-06 15:00:00,C278,Orange,Bengaluru,Delhi,36,52,999,11.4,115.4,126,Clear,28,1,High,149994,58475,Redirect to Nearby Market
2025-04-06 16:00:00,C294,Avocado,Chennai,Hyderabad,33,86,1002,4.7,78.6,127,Fog,31,1,High,69777,59684,Redirect to Nearby Market
2025-04-06 17:00:00,C192,Apple,Ahmedabad,Pune,35,32,1002,2.9,116.5,350,Storm,32,1,High,145448,38056,Redirect to Nearby Market
2025-04-06 18:00:00,C168,Banana,Jaipur,Delhi,22,64,995,19.2,8.6,134,Storm,18,4,Medium,49561,9154,Monitor Shipment
2025-04-06 19:00:00,C020,Orange,Delhi,Pune,41,34,984,5.3,71.5,47,Cloudy,7,8,Low,5889,1117,Continue Route
2025-04-06 20:00:00,C221,Apple,Ahmedabad,Chennai,26,57,1021,24.0,108.1,90,Rainy,21,3,High,139868,61880,Redirect to Nearby Market
2025-04-06 21:00:00,C239,Mango,Chennai,Bengaluru,32,39,1021,9.8,71.9,135,Storm,13,6,Medium,47191,18236,Monitor Shipment
2025-04-06 22:00:00,C138,Apple,Pune,Chennai,19,75,991,5.7,66.7,295,Sunny,27,1,High,51594,56726,Redirect to Nearby Market
2025-04-06 23:00:00,C005,Mango,Jaipur,Pune,33,73,1014,19.3,0.5,117,Fog,22,3,High,104508,69146,Redirect to Nearby Market
2025-04-07 00:00:00,C173,Banana,Mumbai,Mumbai,39,79,982,2.6,79.5,243,Rainy,15,5,Medium,19271,12447,Monitor Shipment
2025-04-07 01:00:00,C211,Orange,Lucknow,Delhi,29,82,1014,13.6,50.5,349,Cloudy,16,5,Medium,15059,18633,Monitor Shipment
2025-04-07 02:00:00,C158,Apple,Hyderabad,Chennai,29,34,990,5.2,2.6,175,Cloudy,34,1,High,148463,33546,Redirect to Nearby Market
2025-04-07 03:00:00,C243,Banana,Kolkata,Bengaluru,19,78,1007,12.3,74.5,38,Cloudy,15,5,Medium,32311,15038,Monitor Shipment
2025-04-07 04:00:00,C061,Orange,Bengaluru,Hyderabad,33,75,1017,23.8,42.8,170,Cloudy,29,1,High,138590,54571,Redirect to Nearby Market
2025-04-07 05:00:00,C094,Mango,Hyderabad,Hyderabad,38,92,1019,22.5,102.6,275,Fog,11,7,Low,5854,1535,Continue Route
2025-04-07 06:00:00,C130,Orange,Kolkata,Chennai,22,91,996,6.8,115.0,251,Sunny,13,6,Medium,47572,14405,Monitor Shipment
2025-04-07 07:00:00,C066,Avocado,Hyderabad,Bengaluru,39,49,1002,2.6,52.3,152,Sunny,14,6,Medium,41576,18612,Monitor Shipment
2025-04-07 08:00:00,C193,Mango,Jaipur,Chennai,42,59,1001,24.1,27.5,110,Rainy,27,1,High,78038,66696,Redirect to Nearby Market
2025-04-07 09:00:00,C069,Orange,Kolkata,Chennai,23,40,1004,13.0,60.8,156,Rainy,20,4,Medium,40879,17834,Monitor Shipment
2025-04-07 10:00:00,C145,Mango,Delhi,Hyderabad,34,90,995,14.9,0.6,274,Fog,31,1,High,69571,76588,Redirect to Nearby Market
2025-04-07 11:00:00,C022,Mango,Pune,Chennai,31,52,1028,5.6,104.5,110,Storm,34,1,High,64370,62882,Redirect to Nearby Market
2025-04-07 12:00:00,C252,Apple,Lucknow,Hyderabad,36,52,1019,14.3,74.8,78,Fog,12,6,Medium,25381,14053,Monitor Shipment
2025-04-07 13:00:00,C134,Orange,Kolkata,Bengaluru,23,30,1035,20.3,78.7,119,Sunny,27,1,High,103751,36049,Redirect to Nearby Market
2025-04-07 14:00:00,C028,Banana,Ahmedabad,Bengaluru,31,74,1032,24.6,85.1,314,Storm,22,3,High,105339,73303,Redirect to Nearby Market
2025-04-07 15:00:00,C134,Mango,Kolkata,Mumbai,40,74,1019,15.5,90.9,90,Clear,20,4,Medium,42466,12507,Monitor Shipment
2025-04-07 16:00:00,C290,Avocado,Mumbai,Hyderabad,23,51,1016,11.5,5.3,307,Storm,26,2,High,54444,66331,Redirect to Nearby Market
2025-04-07 17:00:00,C053,Mango,Hyderabad,Pune,36,33,1023,14.4,59.7,119,Sunny,27,1,High,77525,70154,Redirect to Nearby Market
2025-04-07 18:00:00,C200,Mango,Jaipur,Hyderabad,38,63,1010,23.3,81.7,149,Rainy,34,1,High,123246,75584,Redirect to Nearby Market
2025-04-07 19:00:00,C021,Avocado,Pune,Hyderabad,23,69,990,12.3,51.3,277,Cloudy,34,1,High,132600,75496,Redirect to Nearby Market
2025-04-07 20:00:00,C086,Mango,Jaipur,Delhi,37,74,1016,10.3,2.8,125,Clear,26,2,High,123542,65830,Redirect to Nearby Market
2025-04-07 21:00:00,C226,Orange,Jaipur,Pune,35,73,983,0.8,13.4,266,Cloudy,30,1,High,87203,21217,Redirect to Nearby Market
2025-04-07 22:00:00,C162,Mango,Lucknow,Bengaluru,42,35,1025,14.0,107.2,214,Sunny,33,1,High,76474,52109,Redirect to Nearby Market
2025-04-07 23:00:00,C126,Mango,Jaipur,Pune,42,25,1004,7.9,101.4,227,Cloudy,27,1,High,50407,27523,Redirect to Nearby Market
2025-04-08 00:00:00,C019,Apple,Ahmedabad,Chennai,39,65,1026,10.5,67.7,219,Storm,6,8,Low,5967,2313,Continue Route
2025-04-08 01:00:00,C039,Apple,Bengaluru,Pune,41,94,1004,11.4,32.7,83,Fog,30,1,High,75529,34585,Redirect to Nearby Market
2025-04-08 02:00:00,C245,Apple,Delhi,Chennai,28,95,981,8.7,23.7,74,Storm,33,1,High,70863,26339,Redirect to Nearby Market
2025-04-08 03:00:00,C032,Avocado,Mumbai,Hyderabad,40,87,999,24.1,5.8,313,Storm,27,1,High,92015,72240,Redirect to Nearby Market
2025-04-08 04:00:00,C057,Orange,Pune,Hyderabad,26,83,992,2.3,91.8,137,Cloudy,8,8,Low,14769,2780,Continue Route
2025-04-08 05:00:00,C138,Orange,Chennai,Pune,34,26,986,20.5,52.9,249,Cloudy,16,5,Medium,22030,17030,Monitor Shipment
2025-04-08 06:00:00,C291,Orange,Lucknow,Delhi,24,53,983,6.1,87.5,32,Cloudy,17,5,Medium,17121,18737,Monitor Shipment
2025-04-08 07:00:00,C028,Banana,Bengaluru,Mumbai,22,42,1025,11.0,67.0,268,Sunny,26,2,High,147227,56342,Redirect to Nearby Market
2025-04-08 08:00:00,C020,Avocado,Lucknow,Hyderabad,21,76,995,2.7,98.7,146,Fog,14,6,Medium,39376,17372,Monitor Shipment
2025-04-08 09:00:00,C292,Orange,Bengaluru,Mumbai,32,57,991,1.1,15.8,278,Storm,5,9,Low,13306,1029,Continue Route
2025-04-08 10:00:00,C217,Orange,Ahmedabad,Bengaluru,21,26,988,19.8,39.5,325,Rainy,32,1,High,84725,39839,Redirect to Nearby Market
2025-04-08 11:00:00,C175,Orange,Bengaluru,Pune,24,67,1015,6.8,96.5,39,Sunny,32,1,High,134507,71346,Redirect to Nearby Market
2025-04-08 12:00:00,C290,Orange,Mumbai,Hyderabad,27,75,1014,14.0,100.6,145,Storm,27,1,High,101292,34118,Redirect to Nearby Market
2025-04-08 13:00:00,C111,Orange,Hyderabad,Bengaluru,28,74,1003,3.1,115.8,248,Cloudy,28,1,High,111132,27157,Redirect to Nearby Market
2025-04-08 14:00:00,C258,Apple,Chennai,Chennai,37,37,1001,10.2,42.4,88,Sunny,24,2,High,97839,47319,Redirect to Nearby Market
2025-04-08 15:00:00,C212,Mango,Jaipur,Mumbai,22,76,1001,8.0,5.6,152,Clear,7,8,Low,8241,1546,Continue Route
2025-04-08 16:00:00,C119,Avocado,Ahmedabad,Mumbai,28,65,1013,24.6,85.4,148,Fog,11,7,Low,8829,1627,Continue Route
